event_number, px, py, pz, E
2814 -0.439282 3.47289 0.424307 3.52619
2814 -0.0575731 0.214427 0.0114068 0.222314
2814 -0.596924 -4.28364 -1.27021 4.5077
2814 -0.184725 -0.925896 -0.309231 0.993494
2814 -3.49298 -3.78263 0.350117 5.1606
2814 -1.10085 -1.1197 0.0506629 1.57104
2814 -1.59868 -5.42836 0.861594 5.72409
2814 -1.47989 -5.35497 0.943017 5.63516
2815 -2.29001 -0.764445 0.1894 2.42165
2815 -0.990414 -0.408106 0.136029 1.0798
2815 -1.9098 0.410735 -0.30203 1.97668
2815 -1.43361 0.239699 -0.321539 1.48866
2815 -3.78059 -3.80823 -1.51292 5.57534
2815 -0.800284 -0.790841 -0.254422 1.15352
2815 0.0348982 -14.4912 0.836955 14.5154
2815 -0.0359299 -4.00239 0.285648 4.01273
2815 5.24198 -2.83215 1.21523 6.08081
2815 1.31793 -0.755107 0.252187 1.53972
2816 7.0391 9.68066 2.0747 12.1478
2816 1.69108 2.36816 0.441901 2.94333
2816 0.452365 -3.39939 -1.02734 3.57993
2816 0.12146 -0.948438 -0.212946 0.979608
2816 1.95178 -6.56641 0.956634 6.91681
2816 1.72031 -5.3691 0.815374 5.69662
2816 -6.03373 2.34976 -1.4861 6.64347
2816 -3.61364 1.51933 -0.888076 4.01938
2816 1.53504 -3.1244 0.2758 3.49203
2816 0.470679 -0.844141 0.0261518 0.966848
2817 7.55434 9.11805 3.06564 12.2313
2817 0.0669034 0.0954913 0.020435 0.118373
2817 3.98906 -2.12712 0.546694 4.55369
2817 0.845123 -0.432905 0.0547455 0.951124
2817 -5.91527 -16.2544 2.99301 17.5543
2817 -0.611619 -1.76853 0.290682 1.89374
2817 5.14742 9.34618 -1.57419 10.7854
2817 4.01187 7.32312 -1.35126 8.45867
2817 -7.38626 -1.82269 -0.604813 7.63183
2817 -2.03881 -0.508928 -0.238097 2.11482
2818 4.41615 12.3851 1.72439 13.2614
2818 2.06744 6.03746 0.787739 6.43006
2818 -12.8884 4.65984 -1.51009 13.7879
2818 -3.20093 1.20021 -0.322393 3.43372
2818 3.0185 -1.63913 -0.106736 3.43649
2818 2.48245 -1.27473 0.0164953 2.79066
2818 -10.3989 -2.05056 2.51661 10.8939
2818 -3.43317 -0.756182 0.832507 3.61269
2818 -11.753 -2.81143 3.40632 12.5555
2818 -4.11763 -0.903122 1.1925 4.38093
2819 -0.856869 10.0656 2.72447 10.4629
2819 -0.635416 6.25038 1.66644 6.49985
2819 2.26561 2.35787 0.947135 3.40435
2819 0.0868234 0.0923807 0.0653077 0.14261
2819 0.967791 -6.52084 0.472465 6.60918
2819 0.186475 -1.55238 0.161574 1.57187
2819 8.1073 11.0327 -0.572043 13.7031
2819 1.58749 2.18296 -0.171267 2.70459
2819 8.61539 -3.5729 -0.707084 9.35364
2819 0.124193 -0.0547381 0.00571891 0.135841
2820 -0.885491 3.78744 0.509621 3.92282
2820 -0.271188 1.38392 0.248796 1.43202
2820 6.36789 0.479091 -0.980193 6.46068
2820 1.23823 0.126385 -0.141082 1.25264
2820 -0.287639 -7.42605 -1.48632 7.57879
2820 -0.0107047 -1.74622 -0.316364 1.77468
2820 -1.0526 -0.896679 -0.208119 1.39833
2820 -0.913922 -0.620347 -0.169137 1.11745
2820 -1.34168 -2.27424 0.117143 2.6431
2820 -0.0117108 -0.0470676 -0.00968775 0.0494606
2821 4.99759 12.1343 2.85647 13.4304
2821 0.876827 2.2479 0.488387 2.46179
2821 7.70944 -4.3412 -0.682564 8.87397
2821 5.07305 -2.92128 -0.357146 5.86491
2821 -5.15825 3.468 1.8541 6.48631
2821 -2.18122 1.57091 0.821803 2.81084
2821 -8.81222 -6.2589 0.325484 10.8136
2821 -7.213 -4.9752 0.279296 8.76687
2821 -6.13239 -8.38364 -2.27558 10.6334
2821 -1.2399 -1.71119 -0.524702 2.17734
2822 -1.32155 0.204668 0.35859 1.38455
2822 -1.0695 0.289754 0.29914 1.14772
2822 -0.284361 -2.0521 -0.137614 2.07627
2822 -0.367679 -1.76635 -0.0877602 1.80634
2822 8.87409 -1.25743 2.48147 9.29991
2822 0.667661 -0.106028 0.150781 0.692638
2822 5.9764 15.2286 -3.20093 16.6695
2822 1.26773 3.12354 -0.611504 3.42601
2822 10.7882 8.80856 -2.76955 14.2002
2822 2.94637 2.34331 -0.800548 3.84877
2823 5.32421 -5.74908 1.70748 8.01964
2823 5.23995 -5.50791 1.56947 7.76256
2823 -3.48741 3.36323 1.29009 5.01374
2823 -0.485863 0.419783 0.135646 0.656263
2823 -1.85844 -3.50475 0.121849 3.96887
2823 -0.532605 -0.936724 0.0960016 1.08182
2823 2.3443 2.25093 0.958066 3.38826
2823 1.66461 1.44512 0.662069 2.30166
2823 2.12968 -2.0195 0.348353 2.95554
2823 0.630951 -0.5223 0.0518759 0.820724
2824 -2.87043 -3.19708 -0.393872 4.31461
2824 -0.843752 -0.87202 -0.0554608 1.21467
2824 -5.71981 8.22556 1.35919 10.1106
2824 -5.29328 7.4583 1.14554 9.21722
2824 -0.992927 2.32514 0.118854 2.53106
2824 -0.100679 0.369146 0.0176108 0.383034
2824 1.65133 6.35033 -0.413126 6.57451
2824 0.0774529 0.201135 -0.0155948 0.216096
2824 10.6043 9.55448 -1.4357 14.3458
2824 2.07345 1.93517 -0.251324 2.84732
2825 3.65085 0.13738 0.606386 3.70342
2825 1.82156 -0.0234413 0.327825 1.85097
2825 -8.86145 -5.59589 2.8308 10.856
2825 -1.88003 -1.19669 0.538236 2.29266
2825 -1.86654 0.732467 -0.57322 2.08544
2825 -1.49541 0.705712 -0.418278 1.70565
2825 -1.2623 0.806383 0.192075 1.51015
2825 -0.896706 0.558158 0.0224612 1.05647
2825 -9.17424 3.1054 0.94916 9.73196
2825 -1.58022 0.569852 0.119038 1.68404
2826 3.6054 -8.6363 -2.31068 9.6397
2826 2.80149 -6.60915 -1.88749 7.42238
2826 -3.97946 -7.25396 0.930485 8.32598
2826 -2.47872 -4.3039 0.575927 4.99993
2826 -0.554581 5.0757 -1.06723 5.21625
2826 -0.445295 3.10339 -0.661416 3.20419
2826 -2.82429 -5.86169 1.63719 6.70943
2826 -1.40375 -3.13059 0.890974 3.54471
2826 -5.8181 2.21997 1.21886 6.34541
2826 -0.532633 0.245458 0.127615 0.600194
2827 -1.3901 1.91951 -0.090111 2.37171
2827 -1.21264 1.46829 -0.0729686 1.90571
2827 0.842454 -5.6867 -1.25671 5.88452
2827 0.908066 -5.24393 -1.16778 5.44859
2827 1.50807 -0.987683 -0.338214 1.83417
2827 0.289473 -0.122733 -0.0539305 0.319009
2827 -9.96866 -3.30105 2.39182 10.77
2827 -7.50767 -2.39992 1.88106 8.10328
2827 -0.189229 4.61003 0.0497093 4.61418
2827 -0.199752 2.49847 0.00550273 2.50645
2828 4.97067 -4.01912 0.477495 6.41006
2828 2.73429 -2.17504 0.357186 3.51208
2828 -0.859463 -13.0288 -0.929768 13.0902
2828 -0.0117147 -0.625163 -0.0465322 0.627002
2828 -1.14882 -4.17127 1.17198 4.4825
2828 -1.1248 -3.613 1.04255 3.92502
2828 -5.69639 -3.05712 1.87394 6.73101
2828 -1.83502 -0.946263 0.527672 2.131
2828 -3.31873 2.27023 0.450652 4.04611
2828 -1.39215 0.892956 0.113713 1.65782
2829 -11.517 -0.379387 1.54012 11.6257
2829 -1.99621 -0.120043 0.282171 2.01962
2829 -7.69542 11.8393 -3.64658 14.5838
2829 -2.08048 3.32826 -0.997699 4.04983
2829 -2.37171 -15.6773 4.77882 16.5601
2829 -0.13422 -0.995862 0.334166 1.05897
2829 6.8994 13.843 -3.31103 15.8175
2829 1.86634 3.89407 -0.898501 4.4107
2829 -4.16676 -2.28505 0.353656 4.76534
2829 -1.62986 -0.937261 0.063934 1.88122
2830 6.45728 -2.08026 -1.26823 6.90162
2830 0.867533 -0.233297 -0.190254 0.91828
2830 5.16337 -7.26608 1.71361 9.07704
2830 2.26235 -3.07888 0.800004 3.90355
2830 -5.69847 0.300668 -0.149267 5.70835
2830 -0.0764794 -0.00990088 -0.00917256 0.0776612
2830 2.65588 3.26788 1.00436 4.32915
2830 0.0801838 0.0654531 0.026891 0.106942
2830 16.7077 -3.08463 3.54192 17.3553
2830 0.397819 -0.0917293 0.096065 0.419408
2831 1.68405 -0.711185 0.158003 1.83488
2831 0.671257 -0.302652 -0.0202167 0.736609
2831 7.04717 -2.31788 2.16024 7.72669
2831 3.65057 -1.12763 1.18312 3.99975
2831 -6.94173 -9.42672 -0.0493118 11.707
2831 -2.79385 -3.82618 0.0637612 4.73807
2831 0.656213 -4.24905 -0.533447 4.3324
2831 0.501138 -3.30398 -0.295303 3.35479
2831 -5.57387 -0.648188 -0.240157 5.61657
2831 -0.738712 -0.106183 -0.0769732 0.750264
2832 -4.83115 -2.56448 -0.187376 5.47281
2832 -0.676805 -0.340811 0.0215635 0.758079
2832 8.44072 -0.155411 2.01269 8.67875
2832 0.216576 -0.0241285 0.0602066 0.22608
2832 0.963185 14.9368 1.52533 15.0454
2832 0.396302 4.97872 0.530039 5.02251
2832 4.88532 -0.608554 -1.39326 5.11643
2832 1.38352 -0.107073 -0.424643 1.45117
2832 8.74115 -7.66171 -0.666534 11.6428
2832 1.79579 -1.50093 -0.108759 2.34296
2833 -3.21966 0.0138778 -0.288201 3.23257
2833 -0.833708 -0.0584422 -0.045146 0.836973
2833 -4.83929 10.5776 3.45369 12.1339
2833 -1.35464 2.89918 0.881517 3.31925
2833 0.0285881 -11.457 -1.67482 11.5788
2833 0.0532339 -5.29848 -0.691188 5.34364
2833 -3.56581 -11.3582 0.23302 11.907
2833 -0.0709803 -0.208942 0.0219945 0.221762
2833 -2.72275 3.35189 -0.0373323 4.31856
2833 -0.988225 1.34885 -0.0241391 1.6723
2834 -1.52497 -4.29847 -0.947864 4.65841
2834 -0.430596 -1.03652 -0.201531 1.14035
2834 -1.15859 -3.43567 0.921389 3.741
2834 -0.0854658 -0.295085 0.116845 0.328683
2834 -5.26436 -2.06693 1.29264 5.80143
2834 -3.33388 -1.40074 0.758979 3.69498
2834 2.16164 -0.453765 0.380873 2.24135
2834 1.08775 -0.316988 0.238651 1.15785
2834 -1.01886 0.301546 0.136838 1.07133
2834 -0.939943 0.416258 0.137433 1.03714
2835 0.367309 -2.61327 0.768187 2.74849
2835 0.0934101 -1.35057 0.378718 1.40577
2835 1.64825 -3.43649 0.00168864 3.81133
2835 0.796045 -1.73088 0.0911989 1.90734
2835 -3.26253 -9.37249 2.61992 10.2641
2835 -0.977181 -2.76954 0.700697 3.0193
2835 -3.49281 14.0136 -1.22438 14.4942
2835 -0.494913 2.01708 -0.125322 2.08068
2835 6.02527 7.09006 -0.695676 9.33042
2835 0.818051 0.997108 -0.0513411 1.29076
2836 0.908603 -2.59936 -0.545836 2.80716
2836 0.354935 -1.001 -0.296571 1.10269
2836 -9.73775 9.42049 -2.57359 13.791
2836 -2.97519 2.77628 -0.783111 4.144
2836 8.75126 -6.56323 0.877986 10.9741
2836 3.53909 -2.61323 0.432479 4.42053
2836 -1.58332 -0.695897 0.276199 1.75142
2836 -0.581397 -0.178026 0.0600141 0.610997
2836 13.9418 1.63228 -0.0363289 14.037
2836 1.46649 0.134579 0.0196882 1.47278
2837 5.70123 5.645 1.74801 8.21131
2837 2.69917 2.76845 0.776709 3.94374
2837 4.55789 4.4815 -1.50323 6.56643
2837 4.17435 4.22695 -1.49632 6.12627
2837 -2.90286 2.2528 0.685603 3.73788
2837 -0.368353 0.232692 0.101511 0.447364
2837 -0.767331 -15.2199 3.91815 15.7349
2837 -0.0184146 -0.439389 0.0898526 0.44886
2837 2.05844 -1.27082 0.637281 2.50166
2837 1.31904 -0.704304 0.445706 1.56031
2838 13.2983 -0.68976 -3.53075 13.7763
2838 2.6856 -0.182866 -0.670051 2.77396
2838 -7.60665 -0.343682 0.491421 7.63025
2838 -0.133997 0.000608845 0.0254028 0.136385
2838 3.94785 -6.30353 -0.93191 7.49589
2838 2.23718 -3.42673 -0.448525 4.11687
2838 -0.355165 -1.85649 -0.557999 1.9708
2838 -0.125065 -0.836538 -0.16375 0.86154
2838 2.60265 -0.702392 -0.749621 2.79805
2838 1.61235 -0.530828 -0.528453 1.77784
2839 6.09459 0.173166 -1.37381 6.24991
2839 0.902994 -0.0189952 -0.17637 0.920252
2839 -7.63912 -2.68033 -0.607965 8.1185
2839 -0.58818 -0.172604 -0.0651747 0.616438
2839 2.58476 6.42643 -0.845856 6.97821
2839 1.19169 2.78654 -0.309371 3.04641
2839 -0.0247027 -2.03869 -0.0230056 2.03897
2839 0.00698771 -0.012342 -0.00905216 0.0168255
2839 13.066 -11.5568 0.791467 17.4615
2839 1.29775 -1.15502 0.036546 1.73768
2840 -12.43 7.64663 1.50115 14.6707
2840 -1.69382 1.07316 0.248939 2.02056
2840 4.78686 -5.71562 1.52553 7.60984
2840 4.52758 -5.4235 1.57953 7.23935
2840 3.14957 1.69829 0.0425357 3.57852
2840 2.31162 1.21121 0.142101 2.61358
2840 9.84683 -2.90229 1.90802 10.4414
2840 4.73895 -1.48614 0.962056 5.05883
2840 -1.65721 -11.4168 2.47908 11.7998
2840 -0.190714 -1.19242 0.300591 1.24442
2841 -11.2979 -2.85069 1.46036 11.7431
2841 -4.47664 -1.04497 0.554504 4.63031
2841 1.81281 0.161315 -0.532326 1.89623
2841 1.69815 0.1384 -0.364266 1.74229
2841 1.75062 1.37843 0.556079 2.29651
2841 1.39799 1.14368 0.331312 1.83635
2841 1.86526 -2.68393 0.109352 3.27027
2841 1.02492 -1.57397 0.148202 1.88409
2841 -5.26558 -5.31879 0.672872 7.51456
2841 -0.75044 -0.691725 0.109381 1.02645
2842 -4.8512 2.85935 0.809586 5.68906
2842 -2.98039 1.80206 0.401214 3.50587
2842 -0.693285 -2.00883 -0.617994 2.21313
2842 -0.228324 -0.749507 -0.148896 0.797535
2842 -4.61841 8.30461 0.471415 9.51412
2842 -2.26591 3.90017 0.18536 4.51443
2842 -4.9207 -1.66401 -1.34007 5.36451
2842 -0.666378 -0.17735 -0.197258 0.717233
2842 6.63428 9.8004 -1.83769 11.9766
2842 1.33607 1.86973 -0.344832 2.32377
2843 -3.0095 2.37753 -0.812059 3.92035
2843 -0.47757 0.311046 -0.121065 0.582649
2843 0.747424 -2.61137 -0.806809 2.83352
2843 0.375382 -1.34441 -0.315041 1.43095
2843 10.7842 2.23751 -1.74501 11.1512
2843 7.65582 1.48629 -1.18116 7.8877
2843 -1.68537 0.678284 0.560801 1.90132
2843 -0.529576 0.233011 0.102551 0.58759
2843 6.11528 -6.99976 -2.86131 9.72525
2843 3.02876 -3.56858 -1.36936 4.87681
2844 -2.55947 -12.0713 0.774259 12.3639
2844 -0.437469 -2.33697 0.132227 2.38124
2844 -10.1108 5.85867 -3.31162 12.1458
2844 -6.01673 3.37274 -1.98906 7.17864
2844 -3.09559 -3.36217 -0.0609661 4.57062
2844 -0.680006 -0.800253 -0.0634362 1.05206
2844 -4.65863 -9.01795 -0.341085 10.1559
2844 -2.45291 -4.56415 -0.220646 5.18623
2844 1.78342 2.49042 -0.573234 3.11631
2844 0.586687 0.854993 -0.117475 1.04356
2845 12.0694 -8.71648 -4.45845 15.5411
2845 3.14802 -2.19203 -1.1678 4.00983
2845 -6.88508 -0.101606 -0.0808007 6.8863
2845 -4.3466 0.00633666 0.0298248 4.34671
2845 0.533935 11.7199 -3.19711 12.1599
2845 0.447116 7.68506 -2.04536 7.96515
2845 -5.8848 4.10098 0.518141 7.19148
2845 -5.87012 3.95983 0.592033 7.10556
2845 0.653165 -6.6957 -0.823541 6.77771
2845 0.394743 -5.23753 -0.672393 5.29524
2846 3.83304 -1.30926 1.06519 4.1882
2846 2.95025 -1.07084 0.719604 3.22001
2846 -7.27149 10.8337 2.23715 13.2381
2846 -3.06337 4.7222 0.955391 5.70931
2846 1.30823 -1.83198 -0.000762229 2.25113
2846 0.190832 -0.326106 0.0433581 0.380318
2846 4.24838 1.34779 0.570438 4.49341
2846 3.8632 1.23013 0.389428 4.07298
2846 -6.87938 -6.25234 -0.24715 9.29939
2846 -2.30242 -2.13746 -0.154662 3.14544
2847 -6.59913 -1.95753 1.63814 7.07559
2847 -5.66271 -1.55021 1.40808 6.03756
2847 -11.9509 -0.455438 -1.31979 12.0322
2847 -0.502551 -0.0430896 -0.0416022 0.506108
2847 2.48855 -8.79199 1.37945 9.24093
2847 0.0101489 -0.0160291 0.00577427 0.0198312
2847 -10.6835 -1.87677 2.23199 11.0744
2847 -2.05783 -0.336487 0.484142 2.14063
2847 -4.4735 -2.46869 0.274518 5.11683
2847 -2.89037 -1.57851 0.284598 3.30559
2848 -12.687 2.01513 2.7507 13.1372
2848 -0.602974 0.12137 0.147355 0.632472
2848 -9.39996 -3.64992 -2.42316 10.3708
2848 -7.75158 -3.12904 -2.06287 8.61007
2848 7.2154 -0.944125 -1.496 7.4291
2848 0.701533 -0.0741736 -0.106205 0.713394
2848 -1.00177 -3.63758 1.18523 3.95479
2848 -0.631587 -2.13889 0.601284 2.30982
2848 5.28585 1.53579 0.534964 5.53038
2848 3.38961 1.06941 0.273272 3.5648
2849 14.9159 0.465646 -0.571431 14.9341
2849 0.00484671 -0.000340189 -0.00266637 0.00554219
2849 7.17386 1.65923 1.61544 7.53837
2849 5.07925 1.10626 1.23453 5.34291
2849 -2.03467 7.47373 1.90026 7.97543
2849 -1.7466 6.80617 1.64422 7.21651
2849 8.16051 -4.39919 1.94821 9.47325
2849 7.80851 -4.19276 1.7287 9.02997
2849 4.26036 -9.48963 1.33943 10.488
2849 1.12444 -2.54259 0.2895 2.79516
2850 -7.77584 -4.03151 1.67863 8.91822
2850 -2.38627 -1.25617 0.591325 2.76078
2850 -8.91634 2.322 -0.454461 9.22493
2850 -1.66365 0.396979 -0.0379673 1.71078
2850 8.96151 9.16459 3.55828 13.3026
2850 4.17586 4.28683 1.56654 6.18618
2850 6.9148 -1.74854 2.13236 7.44438
2850 6.71332 -1.77856 1.96423 7.21736
2850 10.4866 5.22439 -1.30079 11.7879
2850 2.75933 1.4298 -0.394369 3.13269
2851 2.84842 -7.98707 -2.41034 8.8157
2851 0.672193 -1.97953 -0.655799 2.191
2851 -13.5784 -8.43412 1.13374 16.0247
2851 -2.37395 -1.45691 0.252044 2.79673
2851 -1.52721 3.29253 0.320451 3.6436
2851 -0.0724383 0.0978313 0.00926499 0.122082
2851 -2.38034 9.45418 -2.05716 9.96391
2851 -0.172804 0.733218 -0.19566 0.778302
2851 1.52039 -1.64614 -0.102332 2.24318
2851 0.147741 -0.11832 -0.0359631 0.192666
2852 -14.8349 10.892 1.72559 18.4848
2852 -0.530357 0.389346 0.0873718 0.663703
2852 -2.78592 -1.18264 -0.197427 3.03298
2852 -2.4739 -1.14102 -0.0806155 2.72555
2852 1.8696 11.0585 -1.46941 11.3112
2852 0.589531 3.9545 -0.503155 4.02974
2852 -7.74976 13.8003 3.43205 16.1952
2852 -0.0279211 0.0441182 0.0188677 0.0555157
2852 1.27625 -8.26023 -2.42301 8.70237
2852 0.979631 -7.15541 -2.11031 7.52416
2853 9.62957 0.703218 -1.82983 9.82707
2853 7.09972 0.521501 -1.2314 7.22457
2853 -10.714 8.35567 2.45721 13.8074
2853 -2.13371 1.66614 0.428505 2.74087
2853 1.1265 6.22683 0.40707 6.34098
2853 0.545942 3.58465 0.217354 3.6325
2853 -0.420209 1.75337 -0.0601658 1.80403
2853 -0.341492 1.44913 0.072846 1.4906
2853 -4.18049 9.83709 2.5539 10.9894
2853 -3.26612 7.78572 2.13412 8.70859
2854 4.73757 4.69949 0.841088 6.72587
2854 3.88755 4.03028 0.711287 5.64466
2854 -9.79464 -0.781506 -2.2316 10.076
2854 -2.54574 -0.225538 -0.647408 2.63644
2854 -1.52249 7.18055 1.41614 7.47555
2854 -0.0468794 0.340003 0.0821603 0.352916
2854 -9.04825 -5.84318 1.8347 10.9261
2854 -5.95258 -3.72089 1.16112 7.11523
2854 0.122382 -10.1878 -0.013572 10.1885
2854 0.131755 -4.8641 0.0511808 4.86616
2855 0.404752 6.87701 1.15067 6.98435
2855 0.188886 3.37492 0.469463 3.41265
2855 3.07416 -0.179581 0.244792 3.08912
2855 0.756815 -0.0453934 0.127746 0.768861
2855 3.58039 -6.49677 -2.26679 7.75665
2855 0.972616 -1.66182 -0.53891 1.99951
2855 8.24475 -5.73017 1.34739 10.1305
2855 6.87313 -4.91121 1.19036 8.53093
2855 -10.4572 10.7748 4.42613 15.6537
2855 -0.947368 1.02685 0.433947 1.46296
2856 4.71432 -6.90552 -1.13728 8.43827
2856 2.99151 -4.20488 -0.737965 5.21294
2856 3.69339 -12.1773 0.85562 12.7538
2856 0.306548 -1.13835 0.0970656 1.18289
2856 -2.32016 6.85084 -0.442637 7.24659
2856 -0.939408 2.56639 -0.117623 2.73545
2856 6.40701 -8.02914 -1.53676 10.3865
2856 0.856124 -1.13955 -0.241847 1.44568
2856 1.3564 11.7672 1.98185 12.0098
2856 0.446418 3.42525 0.63055 3.5113
2857 0.380827 -7.82438 0.770792 7.87147
2857 0.3325 -4.81113 0.434743 4.84216
2857 -5.43246 -1.64347 -0.0141572 5.67563
2857 -2.45661 -0.759677 -0.0959032 2.57317
2857 5.54504 0.0407542 0.834088 5.60757
2857 3.39452 0.0057033 0.405813 3.41869
2857 -3.32573 -11.8029 -3.19863 12.6728
2857 -1.37846 -5.20352 -1.43454 5.57088
2857 2.67687 -1.49076 -0.754202 3.15545
2857 0.231116 -0.170547 -0.0511358 0.291746
2858 10.9819 8.22115 -1.78264 13.8336
2858 0.433198 0.321713 -0.0432816 0.541325
2858 0.647917 5.53945 -0.608555 5.61031
2858 0.359557 3.07095 -0.438661 3.12289
2858 -0.731867 -2.5525 0.0887103 2.65683
2858 -0.800834 -2.50726 0.196965 2.63941
2858 3.27201 1.9505 0.646726 3.86378
2858 0.100429 0.0409474 0.0347916 0.1139
2858 6.34063 0.00120117 -0.849876 6.39733
2858 1.87739 -0.0245032 -0.321575 1.90488
2859 -0.994357 15.2422 1.08721 15.3133
2859 -0.253615 4.58635 0.268429 4.60119
2859 3.96613 -0.921503 1.2606 4.26245
2859 0.939119 -0.160413 0.260538 0.987702
2859 -1.56409 1.49061 -0.120884 2.164
2859 -0.730156 0.677085 -0.146798 1.00654
2859 1.83263 0.260881 0.462415 1.90799
2859 1.07061 0.0768345 0.341338 1.12633
2859 -10.0059 -1.97088 2.90797 10.6046
2859 -3.04588 -0.639229 0.954019 3.25518
2860 5.0636 -4.19774 -0.212776 6.58076
2860 4.69604 -4.03232 -0.275435 6.19583
2860 3.37169 -2.86469 1.37472 4.63299
2860 0.272799 -0.205827 0.0732348 0.349496
2860 -2.18939 6.17391 -0.44476 6.5657
2860 -1.78898 4.75316 -0.413001 5.09544
2860 2.33196 -5.23584 -0.76804 5.7829
2860 0.649333 -1.31725 -0.234498 1.48721
2860 -2.39621 4.98017 1.03868 5.62342
2860 -0.611693 1.34934 0.21644 1.49724
2861 4.36785 4.14511 1.2102 6.14204
2861 1.38435 1.22319 0.407722 1.89178
2861 4.99599 -3.9307 -1.2772 6.48395
2861 0.997593 -0.709536 -0.246556 1.24877
2861 5.71848 -6.74047 1.20742 8.92148
2861 1.71958 -2.12066 0.41752 2.76197
2861 4.65792 8.67626 -1.63632 9.98255
2861 3.66138 6.75516 -1.3937 7.80899
2861 1.10196 4.9117 -1.32591 5.20549
2861 0.251526 1.40243 -0.413598 1.48362
2862 -0.956097 4.65101 -1.28762 4.91975
2862 -0.510949 3.02367 -0.826761 3.17603
2862 -4.30509 7.05915 -2.19966 8.55593
2862 -4.1699 6.93247 -2.28078 8.4053
2862 0.0532965 6.68746 1.68497 6.89667
2862 -0.0270061 0.986226 0.288332 1.02786
2862 0.597181 -8.37721 -0.520984 8.41461
2862 0.0952775 -2.31548 -0.130287 2.3211
2862 1.20551 -9.20804 -1.6708 9.43572
2862 0.091669 -0.819442 -0.186227 0.845322
2863 -2.2979 6.61841 -0.691062 7.03998
2863 -0.727776 2.27681 -0.288086 2.4076
2863 4.11907 -0.367305 -0.728137 4.19903
2863 0.761717 -0.0261234 -0.175304 0.782066
2863 -10.9715 -2.59735 -3.21353 11.7238
2863 -0.554481 -0.101056 -0.153604 0.584171
2863 -2.60513 3.23648 0.367862 4.17095
2863 -0.169087 0.269343 0.03104 0.31953
2863 -13.0937 -8.42273 -4.46264 16.1957
2863 -0.260269 -0.147642 -0.0947071 0.31386
2864 5.95924 -1.2758 -1.39619 6.25217
2864 0.967147 -0.190376 -0.279271 1.0245
2864 4.60904 7.83841 -2.03184 9.31731
2864 2.29444 3.71825 -0.985074 4.47886
2864 -2.08037 -1.49719 0.700467 2.6571
2864 -0.734346 -0.545785 0.168586 0.930358
2864 -3.43346 3.27494 -0.0754123 4.74548
2864 -0.0841493 0.112016 -0.00476684 0.140184
2864 9.50287 11.2608 3.06129 15.0493
2864 1.22343 1.49724 0.362856 1.96727
2865 -3.2352 11.1391 0.166594 11.6006
2865 -0.776154 2.4493 0.0497057 2.56981
2865 -7.94723 -16.7245 -4.93124 19.162
2865 -0.183842 -0.436247 -0.130307 0.491009
2865 -7.54005 -2.90851 2.04673 8.33671
2865 -3.2448 -1.27429 0.971964 3.61901
2865 3.66469 -4.6906 -1.1725 6.06683
2865 0.932837 -1.22586 -0.370786 1.58443
2865 -0.373724 5.56691 1.23594 5.71469
2865 -0.433788 5.40311 1.08568 5.52816
2866 -4.61217 4.23 -0.108028 6.25913
2866 -0.792715 0.742757 -0.0738299 1.08882
2866 0.0842715 2.89609 -0.41476 2.92686
2866 -0.0535136 2.19168 -0.308213 2.21389
2866 10.8079 -1.9612 -0.69182 11.0062
2866 0.894951 -0.123983 -0.0485661 0.904802
2866 -8.58167 -0.657002 -2.07927 8.85438
2866 -5.48449 -0.365649 -1.42412 5.67815
2866 2.50495 2.88498 0.194041 3.82564
2866 1.04867 1.10697 0.0235464 1.52501
2867 -2.96684 1.23421 -0.421013 3.24078
2867 -1.65977 0.795799 -0.272646 1.86077
2867 -1.93942 -10.7214 -0.405765 10.9029
2867 -0.879067 -4.55029 -0.24135 4.6407
2867 2.39344 3.78772 -0.255971 4.48786
2867 0.505698 0.690655 -0.0557566 0.857813
2867 6.78058 -3.12842 0.883162 7.51952
2867 3.69403 -1.80705 0.449574 4.13683
2867 -2.69045 15.2705 -3.66287 15.9325
2867 -0.263173 1.58147 -0.420612 1.65748
2868 -8.18226 -1.01966 -0.0729664 8.24587
2868 -4.57593 -0.522253 -0.129701 4.60746
2868 11.0483 -4.88705 1.26359 12.1468
2868 6.21394 -2.81674 0.794138 6.8686
2868 3.47066 -7.16521 0.5179 7.97834
2868 2.7038 -5.73171 0.513733 6.35822
2868 9.83894 9.74854 -0.914688 13.8808
2868 3.00591 2.96836 -0.353403 4.23929
2868 7.28164 -9.88919 -1.30162 12.3496
2868 0.979298 -1.35852 -0.224718 1.68971
2869 -7.28674 -8.19881 -1.91093 11.1341
2869 -1.88296 -2.22068 -0.522965 2.95812
2869 2.92898 0.10038 -0.595821 2.99066
2869 0.308499 0.0161886 -0.0189663 0.309505
2869 -4.42034 -8.51967 0.332115 9.60388
2869 -2.2905 -4.59349 0.232052 5.13813
2869 2.16899 6.3923 -0.720193 6.78857
2869 1.13836 3.06876 -0.329627 3.28965
2869 -4.81412 5.28949 -0.06874 7.15256
2869 -0.840519 0.979051 0.0310668 1.29073
2870 3.69325 -0.0791152 0.699645 3.75976
2870 1.92883 -0.0199808 0.268882 1.94759
2870 -6.69857 -4.59501 -1.98008 8.36096
2870 -4.86607 -3.20448 -1.45195 6.00462
2870 0.972071 -13.8279 3.99952 14.4275
2870 0.205766 -3.22247 0.996107 3.37918
2870 -9.02151 -8.2155 3.48111 12.6886
