event_number, px, py, pz, E
3711 -0.961867 -2.19143 -0.0417548 2.3936
3711 2.78705 -1.34327 0.234428 3.10273
3711 1.1381 -0.54977 0.182556 1.27705
3711 2.61511 -10.4008 0.161829 10.7257
3711 0.0417313 -0.231273 0.0156142 0.235526
3711 2.53757 4.94273 0.304499 5.5644
3711 2.18544 4.07211 0.343101 4.63421
3712 -3.78977 -8.66436 -0.511339 9.47074
3712 -1.80399 -4.13522 -0.150726 4.51411
3712 -9.87923 2.58045 -0.633134 10.2303
3712 -4.17544 1.01975 -0.211967 4.30338
3712 4.41596 -5.82342 0.0977019 7.30907
3712 1.17681 -1.44123 0.0119854 1.86069
3712 -0.534473 -1.49335 -0.320404 1.61815
3712 -0.23616 -0.970673 -0.224063 1.02381
3712 -0.923948 0.788538 -0.0902925 1.21804
3712 -0.760436 0.706219 0.0397932 1.03855
3713 -1.95434 1.05053 0.100055 2.22105
3713 -1.5921 0.923312 0.190885 1.85033
3713 -15.962 0.762842 0.635391 15.9928
3713 -3.8065 0.11769 0.166461 3.81196
3713 -7.15698 -1.28396 -1.45246 7.41489
3713 -4.3451 -0.836936 -0.793483 4.49555
3713 0.207311 8.21068 -0.773454 8.24964
3713 0.250773 5.93991 -0.61521 5.97694
3713 16.1134 -1.6573 1.67196 16.2845
3713 2.44259 -0.247916 0.200745 2.46334
3714 -1.2074 8.06967 -1.15458 8.24078
3714 -0.592561 4.6482 -0.652836 4.73108
3714 0.476418 8.86769 1.4389 8.9963
3714 0.264488 6.11822 0.899232 6.1896
3714 -4.08675 0.175597 -0.989454 4.20849
3714 -1.24519 -0.0161696 -0.328462 1.28789
3714 -7.78075 -2.56301 2.25081 8.4956
3714 -0.933627 -0.350588 0.249861 1.02811
3714 -5.2955 -0.854781 -1.24916 5.50758
3714 -2.28522 -0.279852 -0.526235 2.36167
3715 -2.45637 4.18233 -0.837051 4.92202
3715 -0.528021 0.980023 -0.243045 1.13944
3715 -6.5386 -7.90667 0.242385 10.2629
3715 -4.07711 -5.08053 0.202732 6.51734
3715 -8.92456 7.84304 1.8452 12.0235
3715 -4.04327 3.67308 0.831467 5.52548
3715 -2.06166 -4.22134 -0.670686 4.74552
3715 -1.98551 -3.77328 -0.618626 4.30843
3715 -7.37791 5.52205 0.152472 9.21682
3715 -5.32725 3.87636 0.18076 6.59078
3716 8.44194 12.1241 2.29392 14.9507
3716 0.264864 0.423818 0.0780004 0.505825
3716 0.454401 -2.40197 -0.157277 2.44963
3716 0.280852 -1.30155 -0.179752 1.34358
3716 -6.41796 -2.33239 0.894053 6.88692
3716 -1.088 -0.369279 0.10051 1.15335
3716 8.4106 12.6601 -1.49852 15.2729
3716 0.436619 0.61506 -0.0934452 0.760044
3716 5.13297 -9.09196 -0.165313 10.4422
3716 0.184396 -0.327647 -0.0315932 0.377296
3717 7.50524 -2.9259 0.0278786 8.05545
3717 4.30501 -1.56962 0.0263662 4.5823
3717 1.51535 -11.6222 3.30029 12.1764
3717 0.0663888 -0.607406 0.143054 0.627546
3717 -2.30705 0.318657 -0.0629566 2.3298
3717 -1.78706 0.335797 -0.129586 1.82295
3717 -0.476335 -11.8874 -1.69638 12.0173
3717 -0.0510549 -2.30614 -0.372121 2.33653
3717 11.0981 6.58347 -0.257507 12.9065
3717 3.918 2.25813 -0.14646 4.52452
3718 3.77742 -4.14899 -1.19655 5.73714
3718 0.132771 -0.123131 -0.0195602 0.182132
3718 0.851686 -1.34801 -0.520848 1.67743
3718 0.830552 -1.26505 -0.360488 1.55567
3718 2.83922 2.99116 0.0972767 4.12525
3718 1.90049 1.85701 0.104468 2.65918
3718 -1.19043 0.967162 0.334535 1.56986
3718 -0.995546 0.661867 0.225981 1.21665
3718 4.56255 -0.376464 -0.898354 4.66536
3718 2.54875 -0.117757 -0.542065 2.60842
3719 -10.1159 3.41741 2.41964 10.9483
3719 -1.01007 0.385373 0.254974 1.11075
3719 -6.19488 -3.26408 -0.710014 7.03811
3719 -4.35076 -2.18556 -0.555131 4.9004
3719 0.831967 -4.33767 -0.821544 4.49249
3719 0.109301 -0.877727 -0.181636 0.902964
3719 2.37004 -7.63343 -2.09067 8.26179
3719 1.10376 -3.56725 -1.07231 3.88502
3719 -8.40936 10.1364 0.518867 13.1808
3719 -2.83413 3.39166 0.0974817 4.42099
3720 -0.616575 -1.72854 -0.263236 1.85399
3720 -0.457745 -1.42109 -0.100933 1.4964
3720 5.3935 12.8822 -0.302654 13.969
3720 1.88541 4.32908 -0.0618898 4.72224
3720 9.95261 -1.40162 -0.893511 10.0905
3720 3.80022 -0.617746 -0.359499 3.86685
3720 3.27416 -1.83044 0.158561 3.75444
3720 2.32513 -1.18725 0.16532 2.61593
3720 2.44268 0.150573 0.0400594 2.44764
3720 2.42364 0.131208 -0.0934667 2.42898
3721 7.50203 3.30431 -2.28986 8.5113
3721 1.20448 0.583117 -0.347279 1.38253
3721 12.4201 -5.42084 -3.47382 13.9897
3721 2.81757 -1.26558 -0.734665 3.17492
3721 0.776219 4.29251 0.716506 4.42058
3721 0.562401 3.14969 0.408932 3.22553
3721 -3.91248 6.57836 1.44858 7.78978
3721 -0.100034 0.195433 0.0601563 0.227639
3721 3.75495 -0.559503 -0.523003 3.83226
3721 2.46638 -0.43216 -0.435051 2.54147
3722 -13.4418 -3.28607 -1.43336 13.9117
3722 -2.62056 -0.673022 -0.331301 2.72582
3722 -1.45895 -2.62241 -0.384924 3.02551
3722 -0.0305551 -0.0268834 0.00225073 0.0407602
3722 1.86305 2.11304 0.111314 2.81926
3722 0.750576 0.935445 0.115793 1.20492
3722 -7.53071 -7.72005 -2.65776 11.1074
3722 -3.91965 -3.95091 -1.28432 5.71164
3722 8.333 -4.88656 -0.544341 9.67541
3722 4.42038 -2.61404 -0.192687 5.13908
3723 -6.1828 -6.97043 0.335522 9.32344
3723 -3.89603 -4.54262 0.173552 5.98704
3723 -9.3433 -4.43223 -1.11445 10.4011
3723 -1.07465 -0.495934 -0.0834619 1.18651
3723 2.00547 -0.63318 -0.267002 2.11994
3723 0.737846 -0.277654 -0.171925 0.806887
3723 9.16233 1.86028 -0.320842 9.35478
3723 2.60544 0.464569 -0.125055 2.64949
3723 -2.04616 -13.3743 -0.30223 13.5333
3723 -0.486567 -2.77353 -0.0604733 2.81653
3724 -1.62386 -7.34604 -0.859775 7.57235
3724 -1.18519 -5.01024 -0.505953 5.17331
3724 -6.7166 0.0351993 -0.532044 6.73773
3724 -0.955264 -0.0417266 -0.0554851 0.957783
3724 8.45259 -9.18221 -3.49725 12.9611
3724 0.527565 -0.615073 -0.247242 0.847212
3724 2.06861 -7.34961 0.0994702 7.63583
3724 1.3141 -4.54976 0.163009 4.73853
3724 7.96226 5.55774 -0.344336 9.7162
3724 0.249453 0.200319 0.000414933 0.319929
3725 -1.3284 0.032281 0.127779 1.33492
3725 -0.702647 0.0166786 0.167104 0.722437
3725 2.10787 5.13813 -0.409535 5.56877
3725 1.38146 3.11622 -0.297223 3.42163
3725 2.63654 7.97547 1.9551 8.6245
3725 0.101772 0.240711 0.0722194 0.271136
3725 16.5692 0.502405 -3.72668 16.9905
3725 2.43472 0.125588 -0.546567 2.49848
3725 -2.06136 2.10711 -0.956254 3.09896
3725 -1.41065 1.51106 -0.563961 2.14273
3726 -10.6207 10.8472 -2.12533 15.329
3726 -1.4457 1.5472 -0.306415 2.13957
3726 -2.15018 4.59056 1.28815 5.23029
3726 -0.524707 1.01595 0.338686 1.19256
3726 16.8047 -2.69478 0.899686 17.0431
3726 1.91792 -0.271922 0.0734645 1.93849
3726 3.06197 -0.761676 -0.324335 3.17191
3726 0.573614 -0.128332 -0.117631 0.599449
3726 -2.24695 -3.58538 -0.0170598 4.23131
3726 -0.0375985 -0.0797945 0.0161058 0.0896671
3727 4.45082 -3.24322 -1.00657 5.59835
3727 3.76425 -2.66229 -0.736274 4.66899
3727 14.4793 11.8107 2.94099 18.9154
3727 0.718974 0.586966 0.115708 0.93533
3727 2.80092 10.1734 -2.84516 10.9288
3727 0.753735 2.5022 -0.679202 2.70008
3727 10.0088 -7.0269 3.30209 12.6672
3727 2.62316 -1.81201 0.927854 3.32043
3727 2.34669 6.78162 -0.851407 7.22649
3727 0.652136 2.11349 -0.259152 2.22694
3728 3.22995 8.45767 -1.46475 9.17116
3728 0.487289 1.26815 -0.272861 1.38568
3728 -7.9103 -6.79158 1.75159 10.572
3728 -5.81425 -5.14457 1.31709 7.87444
3728 7.08073 14.7943 0.577855 16.4116
3728 1.14127 2.40339 0.0399708 2.6609
3728 3.82494 -1.26313 -0.00196943 4.02811
3728 3.11532 -0.932794 0.0784014 3.25292
3728 0.290288 -8.26369 1.16997 8.35115
3728 0.122002 -6.84181 0.934894 6.90647
3729 -17.9564 3.38021 2.1579 18.3988
3729 -1.62786 0.32879 0.16168 1.66858
3729 6.83266 2.5916 -1.86281 7.54133
3729 1.79382 0.726903 -0.549479 2.01199
3729 0.91003 4.25072 0.45071 4.37035
3729 0.0493117 0.430289 0.0526236 0.43629
3729 -6.25745 0.85131 0.276443 6.32114
3729 -1.7697 0.299306 0.121203 1.79892
3729 -1.20256 -3.94029 0.181645 4.12371
3729 -0.913081 -2.63527 0.161739 2.79366
3730 0.240514 -6.16604 -0.451924 6.18726
3730 -0.00187199 -1.42935 -0.134838 1.4357
3730 2.88903 -7.92394 1.1421 8.51116
3730 0.807607 -2.01935 0.308843 2.19667
3730 -14.7925 -2.30851 -2.81655 15.2341
3730 -3.49884 -0.517482 -0.725753 3.61059
3730 5.08806 -3.16419 0.249967 5.99691
3730 2.42226 -1.45983 0.0340694 2.82836
3730 2.34251 -18.8258 -0.52328 18.9782
3730 0.142058 -0.96531 -0.0484405 0.976908
3731 -10.4483 2.98269 2.12885 11.0722
3731 -4.90435 1.3555 0.913649 5.1696
3731 -3.20991 1.12289 0.44223 3.42929
3731 -0.939662 0.292225 0.192729 1.00275
3731 -2.13867 -4.43792 0.398727 4.94247
3731 -1.0944 -2.387 0.29763 2.64274
3731 -6.01297 -3.28722 -0.541849 6.87424
3731 -0.292619 -0.150366 -0.0545724 0.333488
3731 -5.98504 1.40346 0.772049 6.19568
3731 -0.947551 0.167404 0.118865 0.969539
3732 -7.09123 -13.2951 -3.36948 15.4402
3732 -1.97322 -3.58189 -0.870093 4.18098
3732 -5.57956 -0.15698 -0.654995 5.62007
3732 -1.97629 -0.135297 -0.221571 1.99327
3732 3.1052 -0.211416 -0.212827 3.11966
3732 1.30724 -0.134024 -0.16554 1.32448
3732 1.59141 -2.77216 -0.187656 3.20198
3732 0.0529167 -0.14797 -0.0201364 0.158432
3732 0.265891 4.09537 0.95208 4.21298
3732 -0.00516542 0.749221 0.195398 0.774299
3733 1.10236 -4.01366 0.140027 4.16465
3733 0.274538 -0.843943 0.0766778 0.890781
3733 -6.05951 -2.33253 1.61856 6.69164
3733 -5.71414 -2.3252 1.59944 6.37308
3733 -3.58167 7.89234 0.278049 8.67148
3733 -2.37783 4.99342 0.213121 5.53478
3733 -7.84903 2.59485 -0.561878 8.28591
3733 -6.11014 2.13837 -0.480467 6.49132
3733 -4.67083 -0.803753 1.23004 4.8965
3733 -1.92019 -0.281458 0.429999 1.98777
3734 -8.65394 3.84427 -0.343983 9.47562
3734 -0.697454 0.351878 -0.0333868 0.781905
3734 2.1964 1.06697 0.692734 2.5382
3734 0.493721 0.179281 0.117323 0.538207
3734 -12.2967 -5.30625 -2.32655 13.5933
3734 -0.0818495 -0.0236245 -0.0144464 0.0864069
3734 1.89763 6.74274 -0.137281 7.00603
3734 1.71254 5.9156 -0.23869 6.16313
3734 2.91041 0.561519 -0.0158878 2.96412
3734 0.874871 0.138992 0.0630255 0.888083
3735 -2.32028 11.7075 0.107333 11.9357
3735 -1.01235 5.53157 0.0930444 5.62421
3735 6.36566 0.850464 -1.65721 6.63259
3735 4.3692 0.66391 -1.22203 4.5852
3735 -4.33312 10.4748 -2.19422 11.546
3735 -0.950269 2.46631 -0.50333 2.69055
3735 12.2525 -0.796462 -0.928633 12.3135
3735 4.66856 -0.222093 -0.37197 4.68862
3735 1.08172 -7.14976 -1.40032 7.36546
3735 0.336012 -2.77992 -0.534309 2.85067
3736 -7.60025 2.33661 1.06252 8.022
3736 -3.92401 1.17472 0.640342 4.14582
3736 -11.0992 1.5878 1.85129 11.364
3736 -7.67573 1.01928 1.36029 7.86169
3736 7.89235 14.3128 4.81669 17.0395
3736 1.62503 2.83789 0.933024 3.40072
3736 1.1679 -10.5445 -2.474 10.8937
3736 0.758977 -7.81715 -1.87983 8.07575
3736 -2.4497 0.832072 0.193835 2.59441
3736 -0.343915 0.149835 -0.0126754 0.375351
3737 -9.93015 -12.677 4.33708 16.677
3737 -0.071221 -0.0736782 0.0292608 0.10657
3737 -3.13856 -0.348841 -0.362022 3.17857
3737 -1.80291 -0.150015 -0.117987 1.81298
3737 0.601274 1.35932 -0.183072 1.4976
3737 0.227406 0.613069 -0.000319387 0.653886
3737 -5.78513 0.338252 -0.129918 5.79647
3737 -4.53826 0.213362 -0.209575 4.54811
3737 1.77637 7.95262 -2.33085 8.4754
3737 0.13285 0.743502 -0.189913 0.778788
3738 0.485828 1.16459 -0.256631 1.28769
3738 0.249506 0.771631 -0.252771 0.849447
3738 13.3683 4.10012 -1.42185 14.055
3738 0.931403 0.263606 -0.06975 0.970497
3738 -11.4199 -7.40328 0.0606256 13.6098
3738 -3.67604 -2.41053 0.0927625 4.39688
3738 7.83559 7.72593 0.251007 11.0068
3738 0.714535 0.655208 0.0413852 0.970346
3738 0.946902 2.68414 -0.647342 2.91895
3738 0.777343 2.42371 -0.686593 2.63629
3739 1.12994 1.12607 -0.0836336 1.59744
3739 0.351667 0.457157 -0.00105667 0.576769
3739 -1.51215 -10.8892 -1.22674 11.0619
3739 -0.85858 -6.91049 -0.737839 7.0026
3739 -4.83217 1.60806 -0.80705 5.15626
3739 -3.2133 1.06029 -0.425433 3.41035
3739 2.62863 13.8421 3.65797 14.5566
3739 0.320227 1.95045 0.52479 2.04505
3739 9.05167 -0.944212 0.0932065 9.10126
3739 6.63778 -0.803202 0.033242 6.68628
3740 -3.27132 -4.11189 -0.289528 5.26242
3740 -0.0296955 -0.0220596 0.00399592 0.0372078
3740 3.58678 -6.01264 1.61123 7.18421
3740 1.22333 -2.17724 0.525667 2.5521
3740 5.37207 -0.592192 -1.48218 5.60417
3740 5.16279 -0.676935 -1.50891 5.4212
3740 2.38011 -11.8751 -2.32842 12.3331
3740 0.124506 -0.79834 -0.157093 0.823121
3740 -3.04884 -4.81517 0.300193 5.70714
3740 -1.17202 -1.99898 0.155888 2.32247
3741 2.50018 -13.4016 0.646045 13.6481
3741 0.859216 -4.98403 0.283802 5.0655
3741 -7.214 -8.99829 -2.71707 11.8488
3741 -4.66962 -5.99826 -1.77611 7.80634
3741 -11.3216 -11.3902 0.857409 16.0826
3741 -2.37393 -2.46165 0.217373 3.42674
3741 -1.35073 -3.22615 -1.01974 3.64313
3741 -0.357158 -0.836826 -0.19457 0.930428
3741 0.240726 2.23733 -0.212817 2.26028
3741 -0.0184155 0.16316 -0.00961637 0.164477
3742 -1.93287 -0.281805 -0.35834 1.9859
3742 -1.51682 -0.337644 -0.320171 1.58659
3742 9.11493 6.13157 2.61326 11.2919
3742 2.03002 1.33485 0.518371 2.48426
3742 -8.14946 7.23311 -0.656262 10.9161
3742 -4.85414 4.40218 -0.47249 6.57002
3742 -7.29485 -0.0761195 -1.28905 7.40826
3742 -5.01765 -0.0774075 -0.77611 5.07791
3742 -6.42037 7.60148 0.362199 9.95665
3742 -2.60363 2.95317 0.158578 3.94021
3743 6.04662 -3.40803 1.04165 7.01864
3743 1.7115 -0.886685 0.310626 1.95242
3743 -7.24126 4.89411 1.90129 8.94444
3743 -3.92725 2.53798 1.03915 4.79004
3743 -3.68048 -0.874758 -0.436306 3.80808
3743 -1.91584 -0.552374 -0.256354 2.01029
3743 -6.12162 1.06134 -0.97996 6.28975
3743 -2.23346 0.336632 -0.291277 2.27739
3743 1.18772 -7.01531 0.872608 7.16845
3743 1.088 -6.59921 0.691805 6.72398
3744 -7.39085 3.51626 0.170853 8.18645
3744 -5.38194 2.68215 0.0892201 6.01392
3744 -5.98757 -2.20647 -1.13062 6.48057
3744 -0.370184 -0.116464 -0.0968966 0.399986
3744 -12.4345 5.83695 0.746676 13.7566
3744 -4.72963 2.29452 0.335254 5.2675
3744 -4.54864 1.36526 1.10377 4.87569
3744 -0.679605 0.243743 0.205304 0.750616
3744 -10.3983 4.3056 3.14013 11.6843
3744 -2.61902 1.15534 0.817913 2.97709
3745 5.99394 0.172163 -1.52262 6.18671
3745 4.00495 0.00478116 -1.01231 4.13091
3745 -0.384108 2.6775 0.57999 2.7664
3745 -0.312141 2.3467 0.381526 2.39791
3745 -4.34719 -8.4876 1.92217 9.72791
3745 -0.233057 -0.463108 0.0727926 0.523529
3745 -11.0572 -8.51574 -2.56231 14.1896
3745 -1.48872 -1.18846 -0.38762 1.94396
3745 9.27157 5.12939 -1.47281 10.6978
3745 2.31491 1.35803 -0.379062 2.71049
3746 -4.4596 3.95725 -0.0523946 5.96244
3746 -0.938833 0.75409 -0.0242545 1.20443
3746 -9.77932 -0.866591 1.78676 9.97891
3746 -0.143124 0.0019033 0.0335543 0.147017
3746 -6.4286 1.50848 -0.791512 6.65048
3746 -5.97636 1.27131 -0.708159 6.15099
3746 -4.69022 -7.05914 -2.40958 8.81111
3746 -1.90602 -2.74466 -0.89846 3.46024
3746 -1.59172 7.29234 -0.938091 7.52275
3746 -1.42797 6.63884 -0.725524 6.82932
3747 7.47615 -11.7627 -0.389093 13.9429
3747 0.835267 -1.25294 -0.0718779 1.50754
3747 -3.35144 1.0972 -0.344704 3.54327
3747 -1.96223 0.573867 -0.279877 2.06349
3747 11.9251 -0.716676 -1.74951 12.074
3747 2.98412 -0.238816 -0.405832 3.02105
3747 -6.2467 -3.30792 1.98624 7.34225
3747 -3.98527 -2.18194 1.36817 4.74501
3747 1.84027 -0.629277 -0.321359 1.97126
3747 0.951591 -0.250878 -0.0969215 0.988868
3748 7.09913 7.79526 2.5582 10.8493
3748 2.83984 3.03661 1.07526 4.2944
3748 -5.39767 2.87835 -1.35809 6.26611
3748 -0.826443 0.382671 -0.192602 0.930882
3748 -9.57594 -9.13265 3.57047 13.7059
3748 -0.568066 -0.565719 0.245817 0.838548
3748 -9.14601 -4.48605 1.6721 10.3233
3748 -7.24801 -3.42452 1.29116 8.11961
3748 8.00244 -10.0523 -0.898123 12.88
3748 2.75146 -3.35796 -0.352657 4.35555
3749 3.4101 -0.553492 0.760883 3.53753
3749 0.149658 -0.0333414 0.00654435 0.153466
3749 -6.89173 9.32204 0.363786 11.5986
3749 -2.0204 2.84501 0.0772477 3.49028
3749 -3.64697 -2.03029 0.00327441 4.17403
3749 -2.79592 -1.6894 -0.0252191 3.26679
3749 0.810851 1.87862 0.00524053 2.04615
3749 0.361982 0.64202 -0.0198676 0.737302
3749 -7.02252 0.73505 -1.6165 7.24356
3749 -1.32265 0.14953 -0.245957 1.3536
3750 -11.2707 2.09589 -2.39722 11.7119
3750 -0.172756 0.0480823 -0.0438528 0.184607
3750 -13.1444 3.90028 1.96969 13.8516
3750 -3.42143 0.955739 0.549075 3.59459
3750 -0.56395 -3.03762 -0.308936 3.10494
3750 -0.202956 -0.768446 -0.0451914 0.796079
3750 4.00214 3.68914 -0.148812 5.44509
3750 1.26838 1.08031 -0.00942775 1.66612
3750 1.8327 -8.70614 0.717011 8.92579
3750 1.43881 -7.00113 0.692513 7.18092
3751 2.58969 -3.10637 -0.754686 4.11407
3751 2.26011 -2.87736 -0.609984 3.70937
3751 1.45739 -0.90507 -0.310275 1.74339
3751 0.555472 -0.277876 -0.171624 0.644375
3751 -5.98522 -13.6485 -4.43766 15.5499
3751 -0.547997 -1.34803 -0.448691 1.52276
3751 1.3892 6.92136 0.428429 7.07239
3751 0.489372 2.79781 0.124134 2.84299
3751 -2.91264 -3.89323 -0.0674394 4.86264
3751 -0.00970727 -0.0210368 -0.00840927 0.0246474
3752 -0.697693 4.43113 -0.679329 4.53687
3752 -0.311739 1.7966 -0.194276 1.83377
3752 -9.8657 4.34245 -2.09268 10.9804
3752 -4.96559 2.08144 -1.04761 5.48516
3752 5.08815 -6.34611 -0.138681 8.13521
3752 1.01254 -1.28841 0.0304995 1.63895
3752 8.30289 -3.62995 2.23585 9.33346
3752 0.651183 -0.258083 0.202359 0.729106
3752 7.84859 -9.07797 2.05351 12.1748
3752 3.36986 -4.03397 0.893307 5.33169
3753 -18.8825 -1.44784 5.1571 19.6276
3753 -0.203193 -0.00300325 0.0617619 0.212393
3753 13.2013 -0.970064 -0.0384934 13.2369
3753 3.31618 -0.23504 -0.0767658 3.32539
3753 10.4883 -10.6634 1.0351 14.9928
3753 1.65055 -1.60275 0.156192 2.30597
3753 1.42718 9.03611 0.787191 9.18193
3753 0.489282 2.98194 0.184383 3.02743
3753 -3.73373 -18.2084 -0.105867 18.5875
3753 0.000639518 -0.0158914 -0.00097998 0.0159344
3754 4.28638 5.84143 -1.57205 7.41395
3754 2.3285 3.04129 -0.770325 3.90701
3754 -16.9155 -3.89436 -3.94691 17.801
3754 -0.0496152 -0.0162351 -0.00606367 0.0525549
3754 -0.970827 1.70094 -0.382954 1.99558
3754 -0.333549 0.514354 -0.0521607 0.615252
3754 -2.09077 2.24848 -0.829385 3.18039
3754 -0.462368 0.422271 -0.203825 0.658514
3754 -1.36208 -2.6651 0.366259 3.01532
3754 -1.03362 -2.2784 0.265249 2.51592
3755 -1.74634 -5.8798 0.516358 6.15535
3755 -0.812486 -2.75196 0.334222 2.88879
3755 5.55308 -1.54898 -0.648031 5.80138
3755 4.44996 -1.36249 -0.490155 4.67961
3755 4.01188 -1.89125 -0.765626 4.50091
3755 3.71633 -1.86765 -0.79753 4.23501
3755 8.45445 7.52276 -3.13604 11.7433
3755 0.314544 0.286356 -0.14479 0.449335
3755 1.61896 3.37724 -1.13057 3.91215
3755 1.48601 3.3492 -1.02401 3.80446
3756 -4.11236 -4.10853 -0.236001 5.81784
3756 -3.54676 -3.62257 -0.0928305 5.07062
3756 -1.73723 -1.07428 -0.367992 2.07544
3756 -0.398158 -0.225714 -0.0206045 0.45815
3756 -7.41049 -2.9215 -0.721173 7.99816
3756 -2.78171 -1.16957 -0.321396 3.03465
3756 1.59319 -1.10599 -0.20766 1.95054
3756 0.0781114 -0.0661433 -0.0413017 0.110373
3756 -8.55408 2.36204 -1.20452 8.95558
3756 -4.59715 1.17606 -0.603193 4.78338
3757 4.66195 7.53578 2.07688 9.10139
3757 3.95666 6.53007 1.68343 7.81863
3757 -0.0884497 3.44701 0.0881762 3.44927
3757 0.0235882 0.60574 -0.0253783 0.606731
3757 2.20172 -8.49615 0.117743 8.77758
3757 1.63246 -6.00814 0.170622 6.2283
3757 -11.2016 -2.93085 2.81826 11.9167
3757 -1.0237 -0.250805 0.295028 1.09449
3757 2.36057 0.336625 -0.283027 2.40119
3757 1.30622 0.203816 -0.257117 1.3468
3758 5.66306 -4.38061 -1.70795 7.36051
3758 0.884446 -0.626639 -0.231694 1.10842
3758 -9.07043 3.8446 1.94135 10.041
3758 -4.39166 1.80006 1.01156 4.85285
3758 -6.69617 -1.07211 -2.01535 7.07458
3758 -0.0489493 -0.000278046 -0.00567805 0.0492783
3758 11.0176 -4.2329 0.826685 11.8317
3758 5.4221 -2.13521 0.326556 5.83652
3758 2.54915 -9.99137 -2.31718 10.5686
3758 0.314086 -1.05325 -0.250036 1.12716
3759 -11.8086 3.8 -1.63681 12.5125
3759 -3.02282 0.925553 -0.365506 3.1824
3759 4.57292 4.87389 -1.11162 6.77511
3759 1.1589 1.22657 -0.212389 1.70077
3759 -0.00905603 2.48451 -0.357193 2.51007
3759 -0.0456913 1.13779 -0.2464 1.16506
3759 -13.0236 7.38393 0.780571 14.9915
3759 -3.41831 2.00331 0.166527 3.96558
3759 -2.00988 -9.09003 1.03213 9.36662
3759 -0.0351526 -0.0942264 0.0117855 0.101258
3760 -5.337 1.21482 -1.54758 5.68809
3760 -0.628424 0.162959 -0.227859 0.688035
3760 3.99417 3.7419 -1.10744 5.58406
3760 2.49342 2.48338 -0.723877 3.59281
3760 -8.30823 -0.0718638 1.43664 8.43183
3760 -1.6694 0.015995 0.341888 1.70413
3760 1.10634 -1.30016 0.243172 1.7244
3760 0.473346 -0.667911 0.176637 0.837474
3760 -0.175381 3.64392 0.245447 3.65639
3760 -0.0447582 2.63554 0.0969926 2.6377
3761 2.40539 -5.58048 -1.6202 6.2891
3761 2.10587 -5.13152 -1.39153 5.71871
3761 4.36236 0.685122 0.368562 4.43119
3761 0.521105 0.106611 0.0846293 0.53859
3761 8.39071 -1.65552 1.43444 8.67194
3761 7.54057 -1.61759 1.30811 7.82228
3761 -5.01476 -15.2316 -3.09948 16.3327
3761 -0.723921 -2.19467 -0.394612 2.34443
3761 -1.69687 -6.52999 -0.643355 6.77747
3761 -1.14112 -4.12999 -0.494189 4.31314
3762 2.2712 -6.45793 -0.0367694 6.84577
3762 0.722043 -1.8982 -0.063498 2.03188
3762 -7.4034 0.7742 -0.80282 7.48694
3762 -0.565166 0.0347814 -0.089612 0.573282
3762 -6.12908 10.4912 -0.310113 12.1543
3762 -2.73604 4.52405 -0.173343 5.28989
3762 2.64156 3.51908 0.27953 4.40907
3762 2.33557 3.22502 0.144026 3.98452
3762 -3.86159 15.3912 2.70973 16.0979
3762 -0.782293 3.04471 0.595107 3.19944
3763 2.60833 -9.49409 1.6085 9.97639
3763 0.349966 -1.46336 0.229391 1.52201
3763 0.804203 13.1462 1.29242 13.234
3763 0.421581 6.19339 0.691883 6.24616
3763 -3.99239 1.17067 -0.170929 4.16399
3763 -3.41887 0.879545 -0.105847 3.53179
3763 -9.27619 4.03766 -2.48591 10.4178
3763 -2.08943 0.852248 -0.517273 2.31508
3763 9.0669 -0.964813 0.755097 9.1493
3763 5.58856 -0.604185 0.359661 5.63261
3764 -1.10035 1.06907 0.0829308 1.53641
3764 -0.823807 0.959672 0.112541 1.26976
3764 -4.8825 -1.5816 -1.30923 5.29664
3764 -2.17698 -0.790408 -0.632804 2.40092
3764 -4.5209 -3.2725 -1.4366 5.76295
3764 -3.52132 -2.50204 -1.22849 4.491
3764 -9.04534 -10.257 2.88816 13.9774
3764 -1.48164 -1.76306 0.494153 2.35538
3764 0.591559 2.56395 -0.216146 2.64017
3764 0.31775 1.09193 -0.0320236 1.13767
3765 3.18551 0.127494 0.959995 3.32947
3765 0.82507 0.0141353 0.180268 0.844652
3765 -5.0219 -0.823563 -0.500558 5.11354
3765 -0.581025 -0.12904 -0.0265188 0.595773
3765 -1.81119 1.31821 0.563451 2.30988
3765 -1.06199 0.853921 0.42841 1.42847
3765 -5.91559 2.11852 0.15229 6.28534
3765 -4.54629 1.71 0.027475 4.85733
3765 4.37624 -2.82522 -0.0924866 5.20979
3765 3.06226 -1.8579 -0.113857 3.5836
3766 -0.163584 -2.207 0.173207 2.21982
3766 -0.0189835 -1.51067 0.0562557 1.51183
3766 -6.88992 -3.35521 0.178464 7.66553
3766 -5.78015 -2.91766 0.0680906 6.47515
3766 -6.61567 -1.57909 -0.617476 6.82949
3766 -1.42042 -0.401301 -0.117067 1.48066
3766 -0.744502 3.12417 -0.591715 3.26571
3766 -0.247664 0.911045 -0.10634 0.950079
3766 -5.95173 3.46395 -1.97898 7.16508
3766 -4.38596 2.63813 -1.56464 5.35206
3767 -5.72272 7.33734 -1.55369 9.43398
3767 -0.637219 0.821406 -0.219414 1.0625
3767 -4.72504 -0.0306599 -0.899654 4.81002
3767 -3.41177 -0.10291 -0.567143 3.46012
3767 -5.23813 -0.759625 -1.37681 5.46906
